Codi circumscripci�,Codi municipi,Nom municipi,Districte,Secci�,Mesa,Cens electoral,Votants,% votants,Abstenci�,% abstenci�,Vots nuls,% vots nuls,Vots en blanc,% vots en blanc, Vots a candidatures,% vots a candidatures,Vots v�lids,% vots v�lids,Codi comarca,Nom comarca
8,15,Badalona                                          ,5,1,B,960,818,"085,21",142,"014,79",2,"000,24",3,"000,37",813,"099,39",816,"099,76",13,Barcelon�s                              
8,15,Badalona                                          ,5,2,U,653,601,"092,04",52,"007,96",3,"000,50",2,"000,33",596,"099,17",598,"099,50",13,Barcelon�s                              
8,15,Badalona                                          ,5,3,A,933,817,"087,57",116,"012,43",1,"000,12",6,"000,73",810,"099,14",816,"099,88",13,Barcelon�s                              
8,15,Badalona                                          ,5,3,B,997,840,"084,25",157,"015,75",6,"000,71",3,"000,36",831,"098,93",834,"099,29",13,Barcelon�s                              
8,15,Badalona                                          ,5,4,A,646,574,"088,85",72,"011,15",1,"000,17",3,"000,52",570,"099,30",573,"099,83",13,Barcelon�s                              
8,15,Badalona                                          ,5,4,B,632,553,"087,50",79,"012,50",3,"000,54",4,"000,72",546,"098,73",550,"099,46",13,Barcelon�s                              
8,15,Badalona                                          ,5,4,C,687,580,"084,43",107,"015,57",2,"000,34",0,"000,00",578,"099,66",578,"099,66",13,Barcelon�s                              
8,15,Badalona                                          ,5,5,A,709,602,"084,91",107,"015,09",1,"000,17",1,"000,17",600,"099,67",601,"099,83",13,Barcelon�s                              
8,15,Badalona                                          ,5,5,B,828,703,"084,90",125,"015,10",4,"000,57",6,"000,85",693,"098,58",699,"099,43",13,Barcelon�s                              
8,15,Badalona                                          ,5,6,A,465,417,"089,68",48,"010,32",1,"000,24",1,"000,24",415,"099,52",416,"099,76",13,Barcelon�s                              
8,15,Badalona                                          ,5,6,B,493,440,"089,25",53,"010,75",0,"000,00",2,"000,45",438,"099,55",440,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,6,1,U,1.022,844,"082,58",178,"017,42",5,"000,59",3,"000,36",836,"099,05",839,"099,41",13,Barcelon�s                              
8,15,Badalona                                          ,6,2,A,436,361,"082,80",75,"017,20",1,"000,28",1,"000,28",359,"099,45",360,"099,72",13,Barcelon�s                              
8,15,Badalona                                          ,6,2,B,505,408,"080,79",97,"019,21",1,"000,25",0,"000,00",407,"099,75",407,"099,75",13,Barcelon�s                              
8,15,Badalona                                          ,6,2,C,374,333,"089,04",41,"010,96",0,"000,00",1,"000,30",332,"099,70",333,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,6,3,U,878,677,"077,11",201,"022,89",1,"000,15",3,"000,44",673,"099,41",676,"099,85",13,Barcelon�s                              
8,15,Badalona                                          ,6,4,U,982,734,"074,75",248,"025,25",6,"000,82",3,"000,41",725,"098,77",728,"099,18",13,Barcelon�s                              
8,15,Badalona                                          ,6,5,A,526,421,"080,04",105,"019,96",0,"000,00",0,"000,00",421,"100,00",421,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,6,5,B,597,471,"078,89",126,"021,11",2,"000,42",0,"000,00",469,"099,58",469,"099,58",13,Barcelon�s                              
8,15,Badalona                                          ,6,6,U,831,632,"076,05",199,"023,95",6,"000,95",2,"000,32",624,"098,73",626,"099,05",13,Barcelon�s                              
8,15,Badalona                                          ,7,1,A,572,416,"072,73",156,"027,27",2,"000,48",3,"000,72",411,"098,80",414,"099,52",13,Barcelon�s                              
8,15,Badalona                                          ,7,1,B,696,544,"078,16",152,"021,84",2,"000,37",0,"000,00",542,"099,63",542,"099,63",13,Barcelon�s                              
8,15,Badalona                                          ,7,2,A,891,728,"081,71",163,"018,29",3,"000,41",1,"000,14",724,"099,45",725,"099,59",13,Barcelon�s                              
8,15,Badalona                                          ,7,2,B,931,800,"085,93",131,"014,07",4,"000,50",6,"000,75",790,"098,75",796,"099,50",13,Barcelon�s                              
8,15,Badalona                                          ,7,3,A,511,397,"077,69",114,"022,31",2,"000,50",3,"000,76",392,"098,74",395,"099,50",13,Barcelon�s                              
8,15,Badalona                                          ,7,3,B,583,446,"076,50",137,"023,50",2,"000,45",1,"000,22",443,"099,33",444,"099,55",13,Barcelon�s                              
8,15,Badalona                                          ,7,4,U,885,739,"083,50",146,"016,50",2,"000,27",4,"000,54",733,"099,19",737,"099,73",13,Barcelon�s                              
8,15,Badalona                                          ,7,5,U,579,441,"076,17",138,"023,83",5,"001,13",0,"000,00",436,"098,87",436,"098,87",13,Barcelon�s                              
8,15,Badalona                                          ,7,6,U,816,690,"084,56",126,"015,44",1,"000,14",5,"000,72",684,"099,13",689,"099,86",13,Barcelon�s                              
8,15,Badalona                                          ,7,7,U,613,400,"065,25",213,"034,75",0,"000,00",4,"001,00",396,"099,00",400,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,7,8,U,816,573,"070,22",243,"029,78",3,"000,52",1,"000,17",569,"099,30",570,"099,48",13,Barcelon�s                              
8,15,Badalona                                          ,7,9,U,494,364,"073,68",130,"026,32",3,"000,82",6,"001,65",355,"097,53",361,"099,18",13,Barcelon�s                              
8,15,Badalona                                          ,7,10,U,588,430,"073,13",158,"026,87",4,"000,93",4,"000,93",422,"098,14",426,"099,07",13,Barcelon�s                              
8,15,Badalona                                          ,7,11,A,677,538,"079,47",139,"020,53",2,"000,37",3,"000,56",533,"099,07",536,"099,63",13,Barcelon�s                              
8,15,Badalona                                          ,7,11,B,782,612,"078,26",170,"021,74",3,"000,49",3,"000,49",606,"099,02",609,"099,51",13,Barcelon�s                              
8,15,Badalona                                          ,7,12,U,993,798,"080,36",195,"019,64",1,"000,13",2,"000,25",795,"099,62",797,"099,87",13,Barcelon�s                              
8,15,Badalona                                          ,7,13,A,560,373,"066,61",187,"033,39",4,"001,07",0,"000,00",369,"098,93",369,"098,93",13,Barcelon�s                              
8,15,Badalona                                          ,7,13,B,677,458,"067,65",219,"032,35",1,"000,22",4,"000,87",453,"098,91",457,"099,78",13,Barcelon�s                              
8,15,Badalona                                          ,7,14,A,563,400,"071,05",163,"028,95",0,"000,00",0,"000,00",400,"100,00",400,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,7,14,B,659,496,"075,27",163,"024,73",2,"000,40",2,"000,40",492,"099,19",494,"099,60",13,Barcelon�s                              
8,15,Badalona                                          ,7,15,U,563,371,"065,90",192,"034,10",6,"001,62",3,"000,81",362,"097,57",365,"098,38",13,Barcelon�s                              
8,15,Badalona                                          ,7,17,A,819,527,"064,35",292,"035,65",1,"000,19",0,"000,00",526,"099,81",526,"099,81",13,Barcelon�s                              
8,15,Badalona                                          ,7,17,B,934,641,"068,63",293,"031,37",1,"000,16",2,"000,31",638,"099,53",640,"099,84",13,Barcelon�s                              
8,15,Badalona                                          ,7,18,A,584,517,"088,53",67,"011,47",1,"000,19",2,"000,39",514,"099,42",516,"099,81",13,Barcelon�s                              
8,15,Badalona                                          ,7,18,B,680,601,"088,38",79,"011,62",1,"000,17",3,"000,50",597,"099,33",600,"099,83",13,Barcelon�s                              
8,15,Badalona                                          ,7,20,U,779,623,"079,97",156,"020,03",2,"000,32",2,"000,32",619,"099,36",621,"099,68",13,Barcelon�s                              
8,15,Badalona                                          ,7,21,U,642,520,"081,00",122,"019,00",2,"000,38",5,"000,96",513,"098,65",518,"099,62",13,Barcelon�s                              
8,15,Badalona                                          ,7,22,U,601,488,"081,20",113,"018,80",1,"000,20",4,"000,82",483,"098,98",487,"099,80",13,Barcelon�s                              
8,15,Badalona                                          ,7,23,A,720,616,"085,56",104,"014,44",1,"000,16",5,"000,81",610,"099,03",615,"099,84",13,Barcelon�s                              
8,15,Badalona                                          ,7,23,B,886,743,"083,86",143,"016,14",3,"000,40",4,"000,54",736,"099,06",740,"099,60",13,Barcelon�s                              
8,15,Badalona                                          ,7,24,A,580,486,"083,79",94,"016,21",3,"000,62",1,"000,21",482,"099,18",483,"099,38",13,Barcelon�s                              
8,15,Badalona                                          ,7,24,B,728,589,"080,91",139,"019,09",2,"000,34",0,"000,00",587,"099,66",587,"099,66",13,Barcelon�s                              
8,15,Badalona                                          ,7,28,A,573,425,"074,17",148,"025,83",3,"000,71",2,"000,47",420,"098,82",422,"099,29",13,Barcelon�s                              
8,15,Badalona                                          ,7,28,B,752,564,"075,00",188,"025,00",4,"000,71",3,"000,53",557,"098,76",560,"099,29",13,Barcelon�s                              
8,15,Badalona                                          ,7,29,A,436,373,"085,55",63,"014,45",2,"000,54",2,"000,54",369,"098,93",371,"099,46",13,Barcelon�s                              
8,15,Badalona                                          ,7,29,B,630,545,"086,51",85,"013,49",1,"000,18",5,"000,92",539,"098,90",544,"099,82",13,Barcelon�s                              
8,15,Badalona                                          ,7,29,C,590,511,"086,61",79,"013,39",2,"000,39",0,"000,00",509,"099,61",509,"099,61",13,Barcelon�s                              
8,15,Badalona                                          ,7,30,A,725,608,"083,86",117,"016,14",0,"000,00",0,"000,00",608,"100,00",608,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,7,30,B,864,753,"087,15",111,"012,85",3,"000,40",1,"000,13",749,"099,47",750,"099,60",13,Barcelon�s                              
8,15,Badalona                                          ,7,31,A,471,404,"085,77",67,"014,23",2,"000,50",1,"000,25",401,"099,26",402,"099,50",13,Barcelon�s                              
