Codi circumscripci�,Codi municipi,Nom municipi,Districte,Secci�,Mesa,Cens electoral,Votants,% votants,Abstenci�,% abstenci�,Vots nuls,% vots nuls,Vots en blanc,% vots en blanc, Vots a candidatures,% vots a candidatures,Vots v�lids,% vots v�lids,Codi comarca,Nom comarca
8,101,"Hospitalet de Llobregat, l'                       ",6,15,U,601,507,"084,36",94,"015,64",2,"000,39",3,"000,59",502,"099,01",505,"099,61",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,16,A,765,555,"072,55",210,"027,45",3,"000,54",3,"000,54",549,"098,92",552,"099,46",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,16,B,838,617,"073,63",221,"026,37",2,"000,32",5,"000,81",610,"098,87",615,"099,68",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,17,U,727,578,"079,50",149,"020,50",0,"000,00",3,"000,52",575,"099,48",578,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,18,U,898,796,"088,64",102,"011,36",0,"000,00",4,"000,50",792,"099,50",796,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,19,A,466,390,"083,69",76,"016,31",0,"000,00",3,"000,77",387,"099,23",390,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,19,B,536,441,"082,28",95,"017,72",0,"000,00",2,"000,45",439,"099,55",441,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,21,A,507,438,"086,39",69,"013,61",1,"000,23",5,"001,14",432,"098,63",437,"099,77",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,21,B,559,474,"084,79",85,"015,21",0,"000,00",3,"000,63",471,"099,37",474,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,22,U,632,533,"084,34",99,"015,66",0,"000,00",2,"000,38",531,"099,62",533,"100,00",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,23,A,508,447,"087,99",61,"012,01",1,"000,22",1,"000,22",445,"099,55",446,"099,78",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,23,B,540,467,"086,48",73,"013,52",1,"000,21",3,"000,64",463,"099,14",466,"099,79",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,24,U,791,649,"082,05",142,"017,95",1,"000,15",4,"000,62",644,"099,23",648,"099,85",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,25,A,457,408,"089,28",49,"010,72",2,"000,49",1,"000,25",405,"099,26",406,"099,51",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,25,B,495,431,"087,07",64,"012,93",2,"000,46",0,"000,00",429,"099,54",429,"099,54",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,26,U,702,573,"081,62",129,"018,38",1,"000,17",5,"000,87",567,"098,95",572,"099,83",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,27,U,735,643,"087,48",92,"012,52",4,"000,62",2,"000,31",637,"099,07",639,"099,38",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,30,U,615,519,"084,39",96,"015,61",5,"000,96",0,"000,00",514,"099,04",514,"099,04",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,31,U,795,679,"085,41",116,"014,59",2,"000,29",6,"000,88",671,"098,82",677,"099,71",13,Barcelon�s                              
8,101,"Hospitalet de Llobregat, l'                       ",6,32,U,694,521,"075,07",173,"024,93",0,"000,00",1,"000,19",520,"099,81",521,"100,00",13,Barcelon�s                              
8,102,Igualada                                          ,1,1,A,537,394,"073,37",143,"026,63",2,"000,51",2,"000,51",390,"098,98",392,"099,49",6,Anoia                                   
8,102,Igualada                                          ,1,1,B,699,504,"072,10",195,"027,90",0,"000,00",1,"000,20",503,"099,80",504,"100,00",6,Anoia                                   
8,102,Igualada                                          ,2,1,U,573,487,"084,99",86,"015,01",4,"000,82",0,"000,00",483,"099,18",483,"099,18",6,Anoia                                   
8,102,Igualada                                          ,2,2,U,887,719,"081,06",168,"018,94",0,"000,00",2,"000,28",717,"099,72",719,"100,00",6,Anoia                                   
8,102,Igualada                                          ,2,3,A,609,491,"080,62",118,"019,38",1,"000,20",1,"000,20",489,"099,59",490,"099,80",6,Anoia                                   
8,102,Igualada                                          ,2,3,B,621,498,"080,19",123,"019,81",0,"000,00",4,"000,80",494,"099,20",498,"100,00",6,Anoia                                   
8,102,Igualada                                          ,3,1,U,898,694,"077,28",204,"022,72",3,"000,43",6,"000,86",685,"098,70",691,"099,57",6,Anoia                                   
8,102,Igualada                                          ,3,2,A,672,561,"083,48",111,"016,52",2,"000,36",3,"000,53",556,"099,11",559,"099,64",6,Anoia                                   
8,102,Igualada                                          ,3,2,B,762,639,"083,86",123,"016,14",3,"000,47",4,"000,63",632,"098,90",636,"099,53",6,Anoia                                   
8,102,Igualada                                          ,3,3,A,450,367,"081,56",83,"018,44",1,"000,27",4,"001,09",362,"098,64",366,"099,73",6,Anoia                                   
8,102,Igualada                                          ,3,3,B,534,449,"084,08",85,"015,92",1,"000,22",2,"000,45",446,"099,33",448,"099,78",6,Anoia                                   
8,102,Igualada                                          ,3,4,A,719,597,"083,03",122,"016,97",2,"000,34",3,"000,50",592,"099,16",595,"099,66",6,Anoia                                   
8,102,Igualada                                          ,3,4,B,846,710,"083,92",136,"016,08",4,"000,56",3,"000,42",703,"099,01",706,"099,44",6,Anoia                                   
8,102,Igualada                                          ,3,5,A,354,297,"083,90",57,"016,10",2,"000,67",0,"000,00",295,"099,33",295,"099,33",6,Anoia                                   
8,102,Igualada                                          ,3,5,B,413,348,"084,26",65,"015,74",0,"000,00",2,"000,57",346,"099,43",348,"100,00",6,Anoia                                   
8,102,Igualada                                          ,3,6,A,630,561,"089,05",69,"010,95",2,"000,36",3,"000,53",556,"099,11",559,"099,64",6,Anoia                                   
8,102,Igualada                                          ,3,6,B,780,695,"089,10",85,"010,90",1,"000,14",3,"000,43",691,"099,42",694,"099,86",6,Anoia                                   
8,102,Igualada                                          ,3,7,A,817,719,"088,00",98,"012,00",3,"000,42",3,"000,42",713,"099,17",716,"099,58",6,Anoia                                   
